TYPEHUQ,HDD30YR,CDD30YR,BEDROOMS,NCOMBATH,TOTROOMS,CELLAR,GARGHEAT,HEATROOM,ACROOMS,USECENAC,TEMPNITEAC,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,KWHCOL,KWHRFG,KWHOTH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLAREL
5,1455,3657,3,2,5,-2,-2,5,5,3,70,1259,1259,1259,10697,3103.34,616.19,3971.53,318.83,196.17,63.31,408.03,1099
2,4764,242,4,2,7,0,0,5,-2,-2,-2,2692,1637,0,22480,0.00,2709.83,10014.37,0.00,385.77,244.70,904.32,2030
2,5448,964,3,2,6,0,0,6,6,1,-2,2668,2268,2268,14747,657.35,765.43,5846.62,63.07,264.73,73.45,560.99,1415
2,3671,1325,3,2,7,0,0,7,7,1,-2,3605,3205,3205,5293,1292.09,958.18,3042.73,194.56,0.00,144.28,458.16,797
2,1661,2759,3,2,7,0,-2,6,7,3,78,1887,1617,1887,13743,3863.23,825.01,7021.45,461.86,219.01,98.63,839.43,1643
2,6073,818,3,2,8,1,0,8,8,3,70,1896,770,770,10120,367.35,2169.00,4542.38,47.48,0.00,280.34,587.10,1308
2,4945,1218,3,1,5,1,0,5,5,3,70,4032,3782,3782,14128,3733.22,927.81,9466.97,321.85,0.00,79.99,816.17,1218
2,2276,624,3,2,5,0,0,5,-2,-2,-2,1400,1000,400,6697,217.03,906.40,5573.57,29.75,0.00,124.25,764.00,918
2,2342,2676,2,2,4,0,-2,4,-2,-2,-2,1436,1436,718,8513,3583.06,1030.48,3899.46,443.62,0.00,127.58,482.80,1054
4,7370,304,2,1,8,0,-2,6,-2,-2,-2,1029,772,0,2562,0.00,501.58,1052.22,0.00,160.56,79.88,167.57,408
2,2823,809,3,3,11,1,0,7,7,2,74,2996,1111,1111,5496,336.61,788.89,4370.49,48.63,0.00,113.97,631.40,794
2,6611,882,2,2,5,1,0,5,5,3,76,3277,2162,2877,10195,2235.18,1966.19,5993.63,220.34,0.00,193.82,590.84,1005
3,5562,776,3,2,5,0,0,5,5,2,78,1625,1225,1225,5682,413.53,952.64,4315.83,50.51,0.00,116.36,527.14,694
2,1948,2286,4,3,8,1,-2,8,8,3,74,8460,4230,4230,25182,7001.75,1152.03,14645.08,796.60,271.13,131.07,1666.20,2865
2,3022,69,2,2,5,0,0,5,-2,-2,-2,1523,1273,0,3354,0.00,793.15,2560.85,0.00,0.00,93.88,303.12,397
2,0,4079,7,3,11,0,0,-2,-2,-2,-2,3234,0,515,18218,4644.33,2478.98,11094.69,1158.66,0.00,618.45,2767.89,4545
2,5319,1067,3,1,6,0,-2,6,5,1,-2,1109,1109,924,3023,183.10,769.82,2070.08,22.84,0.00,96.00,258.16,377
2,1319,2680,4,2,7,0,-2,7,7,2,80,1456,1456,1456,10058,2551.24,892.44,3935.12,353.08,155.09,123.51,544.61,1392
2,6238,928,4,3,10,1,0,10,10,1,-2,6762,4402,4402,16571,988.21,2674.70,11695.14,116.83,0.00,316.20,1382.58,1959
2,2150,2925,4,2,7,0,-2,7,7,3,72,1599,1599,1599,10103,3470.75,961.10,5671.15,484.04,0.00,134.04,790.92,1409
2,2474,2490,4,2,8,0,0,8,8,3,72,2400,2000,2000,17536,4461.65,1146.93,11927.41,576.79,0.00,148.27,1541.94,2267
2,3505,1568,4,2,8,0,0,8,8,3,72,3603,3203,3203,14757,4396.93,1871.86,8488.21,504.74,0.00,214.88,974.39,1694
2,4430,1693,3,2,6,0,0,6,6,3,69,3315,3065,3065,12036,3757.59,2201.35,4037.08,296.59,161.02,173.75,318.65,950
2,976,2907,3,2,6,0,0,6,6,3,78,2219,1969,1969,13144,4681.63,1123.78,4359.38,666.77,238.29,160.05,620.87,1872
4,3137,1700,1,1,5,0,-2,5,5,3,75,1308,1308,1308,6452,1715.71,737.63,3666.89,191.20,0.00,82.20,408.63,719
2,5882,717,4,2,8,1,0,4,-2,-2,-2,3950,2425,0,16140,0.00,1850.99,7736.63,0.00,366.65,303.57,1268.83,2647
5,6615,558,2,2,4,-2,-2,4,4,2,70,968,968,968,5443,129.46,410.16,2302.60,21.38,135.29,67.74,380.31,899
5,2297,1471,1,1,3,-2,-2,3,-2,-2,-2,599,599,200,3691,546.98,523.75,918.13,57.79,0.00,55.33,97.00,390
2,2013,2365,3,2,6,0,0,6,-2,-2,-2,2401,2001,0,6643,0.00,1181.78,5112.48,0.00,0.00,121.51,525.64,683
2,5559,1261,4,1,7,1,-2,6,7,2,74,2538,1450,1692,6722,860.57,781.92,5079.52,197.41,0.00,179.37,1165.22,1542
2,79,4838,3,2,7,0,-2,-2,7,3,74,1976,0,1976,28559,11371.45,2653.34,14534.21,1453.73,0.00,339.21,1858.06,3651
2,5978,959,3,2,10,1,-2,10,5,3,80,2412,1508,603,7810,315.01,727.49,6358.39,29.97,0.00,69.21,604.90,743
2,6852,548,3,1,6,1,-2,5,-2,-2,-2,2800,1633,533,3920,57.55,863.91,2998.55,7.31,0.00,109.75,380.94,498
2,5790,1024,4,3,8,1,-2,8,8,1,-2,3305,3305,3305,10897,1358.53,3641.77,5896.69,172.92,0.00,463.54,750.55,1387
3,4366,1469,4,1,7,1,-2,7,-2,-2,-2,2303,1555,658,7938,472.33,553.75,6911.92,75.33,0.00,88.32,1102.36,1266
2,7610,381,3,2,8,1,0,8,-2,-2,-2,2765,1285,161,13080,41.54,1579.21,8928.70,5.99,293.57,227.58,1286.74,1885
2,7274,354,3,2,6,1,0,6,-2,-2,-2,3435,2075,1037,9575,113.05,1325.68,7749.33,16.19,0.00,189.82,1109.59,1371
5,7014,828,1,1,2,-2,-2,1,-2,-2,-2,740,370,370,6196,350.17,893.08,2891.59,43.57,256.48,111.13,359.82,771
2,572,3490,3,2,8,0,-2,8,8,3,76,1760,1760,1760,38175,9632.69,3038.33,17145.67,1165.51,773.31,367.62,2074.55,4619
2,5205,1283,4,3,10,1,0,10,10,3,72,4599,4199,2099,15307,2051.33,2748.54,10507.13,161.75,0.00,216.73,828.52,1207
2,1175,2714,4,2,9,0,-2,9,9,1,-2,1960,1960,1960,8347,1838.09,1443.73,3664.97,253.68,193.25,199.25,505.82,1152
5,2956,1842,1,1,3,-2,-2,2,-2,-2,-2,800,533,533,5110,1505.25,1020.55,2584.21,221.81,0.00,150.39,380.80,753
2,1515,871,3,1,5,0,1,5,-2,-2,-2,889,889,0,3724,0.00,615.63,2940.37,0.00,0.00,81.00,386.89,490
5,2398,2502,4,1,5,-2,-2,5,-2,-2,-2,1219,1219,0,5742,0.00,769.37,4972.63,0.00,0.00,95.27,615.73,711
4,1187,2661,2,1,4,0,-2,4,4,3,74,810,810,810,6474,1363.67,723.12,2073.41,182.62,181.40,96.84,277.67,867
2,4458,1023,3,1,6,0,-2,4,-2,-2,-2,1050,700,175,13658,282.50,798.74,5698.06,28.03,370.83,79.24,565.30,1355
2,4155,1300,3,1,5,0,-2,5,5,1,-2,1107,1107,1107,10852,276.29,505.83,6175.31,21.56,165.63,39.48,481.98,847
2,6323,619,3,1,7,1,-2,7,-2,-2,-2,2081,1387,0,2118,0.00,129.53,1988.47,0.00,0.00,17.61,270.39,288
2,4710,1665,3,2,7,1,-2,7,7,3,69,3024,3024,3024,10179,3282.42,1282.00,5186.61,369.55,0.00,144.33,583.93,1146
2,1663,920,3,2,5,0,0,3,5,1,-2,1865,879,1465,8136,745.51,2447.56,4942.93,136.71,0.00,448.84,906.45,1492
2,5251,921,3,1,6,1,-2,6,-2,-2,-2,1830,1157,380,5530,712.96,965.74,3486.03,76.84,0.00,104.08,375.71,596
4,6643,525,-2,1,1,1,-2,1,-2,-2,-2,617,411,0,5729,0.00,1214.63,2230.65,0.00,373.51,198.66,364.83,937
2,1280,1409,3,2,5,0,0,5,5,2,72,1908,1508,1508,5779,1249.33,1160.52,2978.09,122.79,0.00,114.06,292.71,568
2,825,1765,3,1,5,0,-2,5,-2,-2,-2,1066,1066,213,4475,212.53,656.12,3606.35,27.26,0.00,84.16,462.58,574
5,8505,472,4,1,6,-2,-2,6,-2,-2,-2,1141,1141,190,5013,63.31,1087.11,3862.58,7.94,0.00,136.40,484.65,629
2,2412,1986,4,2,9,0,0,9,9,1,-2,2622,2222,2222,22901,2031.27,1876.91,13005.32,207.55,314.09,191.78,1328.87,2340
1,5241,836,2,1,4,-2,-2,4,-2,-2,-2,720,720,0,21330,0.00,874.43,10226.89,0.00,306.20,53.17,621.86,1297
5,2730,1250,2,2,4,-2,-2,4,4,1,-2,1008,1008,1008,4057,221.61,321.83,1725.38,20.21,89.08,29.35,157.36,370
2,5581,763,4,3,11,1,0,11,11,2,76,5905,4116,4116,18786,2022.66,1650.03,11397.00,438.86,806.33,358.01,2472.81,4076
3,7306,966,4,2,8,1,0,8,8,1,-2,2974,2574,2574,8209,688.14,1231.91,6288.95,85.67,0.00,153.37,782.96,1022
2,6387,838,3,1,9,0,1,7,7,1,-2,1522,1239,989,4369,209.18,952.99,3206.83,20.40,0.00,92.92,312.68,426
2,8405,489,3,2,8,1,0,8,-2,-2,-2,2308,1908,148,3592,32.20,498.45,3061.35,4.10,0.00,63.42,389.49,457
2,1630,2524,3,2,7,0,-2,7,7,1,-2,1767,1767,1767,10980,1767.78,819.25,4501.93,245.04,273.79,113.56,624.04,1522
2,6252,1091,3,1,5,1,-2,5,-2,-2,-2,2274,2274,223,6479,131.39,1444.55,4903.06,13.97,0.00,153.62,521.41,689
2,5998,530,4,3,10,1,0,10,10,3,76,2639,1957,1957,18519,1341.63,2795.32,13532.63,115.77,0.00,241.21,1167.73,1598
4,3808,1534,4,2,6,0,-2,6,6,3,69,1041,1041,1041,18697,1827.03,1059.56,8434.72,195.05,418.21,113.11,900.45,1996
2,7148,741,2,1,7,1,-2,7,7,1,-2,2979,2979,1986,14926,466.15,2402.15,9638.55,73.21,379.92,377.25,1513.72,2344
2,4491,1345,5,3,10,1,0,10,7,1,-2,4475,4075,1960,13071,855.31,1377.67,10300.53,87.16,0.00,140.39,1049.68,1332
2,6774,576,3,1,6,1,0,1,1,1,-2,3051,333,333,16078,139.28,2602.52,13336.20,19.71,0.00,368.25,1887.04,2275
3,1577,804,3,2,5,0,0,5,5,1,-2,1730,1330,1330,3711,185.26,556.37,2969.36,24.76,0.00,74.36,396.88,496
2,1116,4165,3,2,6,0,0,6,6,2,78,2899,2499,2499,12278,5276.03,1419.62,4058.91,641.56,106.44,172.63,493.56,1493
5,9828,343,2,1,4,-2,-2,4,-2,-2,-2,766,766,191,10129,30.84,845.89,2722.30,2.41,161.52,66.06,212.59,791
5,4532,193,1,1,3,-2,-2,3,-2,-2,-2,841,841,280,2786,38.38,274.42,773.70,4.38,67.45,31.32,88.31,318
2,726,3517,4,2,7,0,0,7,7,3,78,2980,2580,2580,23570,8950.61,1809.91,11684.40,1232.65,0.00,249.26,1609.15,3246
4,1415,665,1,1,4,0,-2,4,-2,-2,-2,864,864,0,1296,0.00,553.17,742.84,0.00,0.00,81.66,109.67,191
4,6539,564,2,1,5,0,-2,5,-2,-2,-2,978,978,0,6445,0.00,1196.90,5248.10,0.00,0.00,199.45,874.55,1074
2,6360,983,4,2,8,1,0,8,8,3,75,1920,1520,1520,11220,923.14,539.53,9230.24,90.09,0.00,52.66,900.81,1095
2,4783,1264,3,1,6,0,-2,5,5,3,74,1382,1152,1152,18812,1758.58,2744.65,9321.65,139.66,264.70,217.97,740.30,1494
2,6997,460,4,2,8,1,0,5,8,1,-2,3053,1572,1961,6045,186.55,882.53,4537.64,21.51,0.00,101.76,523.20,697
2,3397,1693,4,3,10,0,0,10,10,3,75,3700,3300,3300,16339,4120.91,1039.91,8724.23,428.51,255.17,108.13,907.18,1699
3,187,4067,3,2,5,0,-2,-2,5,3,75,1783,0,1783,17797,7004.74,760.86,7186.85,856.06,347.64,92.99,878.32,2175
2,1497,3127,2,1,4,0,0,4,-2,-2,-2,1080,830,0,7261,0.00,537.47,3250.56,0.00,238.19,66.55,402.46,899
2,5748,1058,4,1,8,1,-2,8,-2,-2,-2,2268,2268,0,1011,0.00,453.40,557.60,0.00,0.00,51.13,62.88,114
1,2563,1702,2,1,4,-2,-2,2,-2,-2,-2,848,424,212,5957,841.96,694.69,2840.96,75.46,0.00,62.27,254.64,534
2,3986,1706,2,1,5,0,-2,5,-2,-2,-2,1047,1047,419,16598,1186.89,4466.79,9591.19,92.60,0.00,348.51,748.32,1295
2,6743,549,4,1,8,1,0,8,8,1,-2,2486,1399,1399,10174,212.47,1777.78,8183.75,30.09,0.00,251.80,1159.11,1441
4,5915,665,2,1,5,1,-2,5,-2,-2,-2,1322,881,352,9311,286.62,887.05,8137.33,45.22,0.00,139.95,1283.83,1469
2,7322,712,2,1,6,1,-2,6,-2,-2,-2,2625,1350,0,6068,0.00,951.79,3276.99,0.00,186.65,114.19,393.15,728
2,2263,2783,3,2,6,0,0,6,6,3,76,1596,1196,1196,19966,3478.83,1405.82,8499.55,430.72,503.76,174.06,1052.33,2472
2,7210,341,4,2,12,1,0,12,-2,-2,-2,3228,2578,613,12971,320.87,1109.99,10226.07,51.63,0.00,178.59,1645.35,2087
2,5616,754,5,4,11,1,0,11,11,3,75,9600,6162,6162,12775,2988.75,1042.69,8743.57,684.78,0.00,238.90,2003.32,2927
5,2856,1687,3,2,5,-2,-2,5,5,3,72,1120,1120,1120,8060,2630.85,2201.33,3227.82,266.68,0.00,223.14,327.19,817
5,1201,1142,2,2,4,-2,-2,-2,-2,-2,-2,865,0,0,8749,0.00,1013.77,4654.44,0.00,486.65,160.14,735.22,1382
2,7129,599,3,2,8,1,0,8,7,1,-2,2787,2387,1504,8044,157.09,645.27,6800.39,19.86,0.00,81.58,859.77,1017
1,7602,339,2,1,5,-2,-2,5,-2,-2,-2,1291,1291,258,6776,79.75,1770.46,4925.79,9.39,0.00,208.51,580.10,798
2,5235,1249,2,1,6,1,-2,6,6,3,72,2249,1315,1315,7320,923.96,908.28,5487.76,82.93,0.00,81.52,492.55,657
3,9504,395,2,1,4,1,-2,4,-2,-2,-2,1800,1800,0,15132,0.00,1215.89,3180.22,0.00,203.96,89.91,235.18,1119
2,3474,1892,5,3,10,0,0,10,10,1,-2,6192,3542,3542,27167,2965.69,2303.96,17709.38,259.60,0.00,201.67,1550.15,2378
2,5210,1020,4,2,9,1,0,7,-2,-2,-2,2964,2108,0,8543,0.00,1158.24,7384.76,0.00,0.00,118.77,757.23,876
2,2022,3439,4,2,8,0,0,8,8,3,78,3199,2549,2549,14091,6826.50,1720.25,5544.25,872.99,0.00,219.99,709.02,1802
5,4557,1226,2,2,6,-2,-2,6,6,3,70,888,888,888,6276,538.56,413.28,3686.76,65.97,0.00,50.62,451.61,769
5,82,4495,2,1,4,-2,-2,4,4,2,75,1338,1338,1338,11078,5448.81,1335.03,2318.17,640.89,167.58,157.03,272.66,1303
5,1110,827,2,1,4,-2,-2,-2,-2,-2,-2,831,0,0,2490,0.00,1394.98,1095.02,0.00,0.00,189.92,149.08,339
2,2526,2599,3,1,5,0,0,5,5,3,74,1536,1286,1286,16032,3674.93,1290.72,5720.90,455.01,320.99,159.81,708.33,1985
2,6128,692,4,3,8,1,-2,7,-2,-2,-2,4734,2762,0,4155,0.00,1232.65,2922.35,0.00,0.00,245.05,580.95,826
4,4500,1667,1,1,3,0,-2,3,3,1,-2,551,551,551,9093,365.01,1321.53,2288.98,25.65,139.74,92.87,160.86,639
2,6646,842,5,2,9,1,0,8,7,3,75,3115,2585,1955,16288,1179.71,3660.49,11447.80,102.85,0.00,319.12,998.03,1420
4,8108,445,2,1,3,1,-2,3,-2,-2,-2,1792,896,0,2613,0.00,232.62,862.90,0.00,62.66,35.08,130.11,394
5,450,3691,2,2,5,-2,-2,4,4,3,79,1457,1166,1166,5627,2309.25,308.41,1773.90,356.22,111.93,47.57,273.63,868
5,2590,159,1,1,3,-2,-2,2,-2,-2,-2,443,295,0,1306,0.00,296.85,362.56,0.00,0.00,34.32,41.92,151
2,6702,592,5,4,12,1,0,12,12,1,-2,7880,7480,7480,12277,1106.98,919.48,10250.54,96.30,0.00,79.99,891.71,1068
2,4862,44,2,1,5,0,-2,5,-2,-2,-2,912,912,0,2503,0.00,592.66,1360.94,0.00,67.82,73.17,168.01,309
4,6044,563,3,1,5,1,-2,5,-2,-2,-2,1857,1857,0,1552,0.00,282.50,1001.37,0.00,0.00,63.35,224.53,348
3,1682,472,2,2,4,0,0,4,-2,-2,-2,2101,1851,0,10734,0.00,1138.11,9240.57,0.00,0.00,256.16,2079.86,2416
2,10127,202,4,2,7,0,-2,3,-2,-2,-2,2160,926,617,13503,56.48,1715.51,6821.04,5.22,0.00,158.68,630.93,1249
2,3241,1560,4,3,9,0,1,9,9,3,70,3327,3327,3327,28681,6500.78,2032.90,12217.05,670.45,413.04,209.66,1260.00,2958
2,3262,1921,4,3,8,0,-2,8,8,3,72,2880,2880,2880,32257,6610.92,2526.56,18629.76,572.00,388.47,218.61,1611.92,2791
2,6999,721,2,1,4,1,-2,4,-2,-2,-2,1380,1380,863,5183,70.26,534.03,4578.71,10.19,0.00,77.48,664.32,752
2,1155,4058,2,2,5,0,0,5,5,3,78,2392,1992,1992,9631,4758.06,942.25,3930.69,671.89,0.00,133.06,555.06,1360
2,1405,3281,3,2,6,0,0,6,6,3,82,2199,1799,1799,25430,8701.17,1868.33,10818.56,834.19,210.75,179.12,1037.19,2438
2,5300,845,4,2,8,1,0,8,8,2,67,3000,2000,2000,11525,1304.40,1547.86,5708.00,266.31,605.30,316.02,1165.37,2353
2,1104,3348,3,2,6,0,0,5,5,3,79,2053,1503,1503,11932,4784.62,1369.55,5777.83,511.66,0.00,146.46,617.88,1276
2,1703,2503,3,2,7,0,-2,7,7,3,73,1664,1664,1664,38805,5900.28,2362.18,22458.54,663.54,587.16,265.65,2525.68,4364
2,1447,1432,4,3,10,0,0,10,10,1,-2,3836,3436,3436,13644,2542.30,901.51,10200.20,497.32,0.00,176.35,1995.33,2669
2,3066,1608,3,2,6,0,0,6,6,3,73,2800,2400,2400,22853,4128.47,1421.99,10287.24,430.86,371.28,148.40,1073.60,2385
2,8413,488,5,2,8,1,-2,8,-2,-2,-2,2808,2024,0,5471,0.00,1062.41,3449.89,0.00,0.00,199.83,648.91,1029
2,1281,1408,3,1,5,0,0,5,-2,-2,-2,1225,825,0,2592,0.00,582.84,2009.16,0.00,0.00,51.72,178.28,230
2,4304,1266,2,1,5,0,-2,5,-2,-2,-2,1428,1428,0,3517,0.00,395.66,2197.90,0.00,162.79,69.75,387.46,620
2,3635,1443,4,2,10,0,0,10,10,3,71,4256,3856,3856,19322,5347.67,1117.09,9389.16,559.90,0.00,116.96,983.04,2023
2,2578,2159,3,2,7,0,0,7,7,1,-2,1358,1108,1108,14953,1180.35,994.53,7640.36,157.48,332.30,132.69,1019.36,1995
3,1001,3329,2,1,4,0,0,2,-2,-2,-2,988,369,185,8854,698.85,1339.01,4562.31,109.16,0.00,209.15,712.64,1383
2,5409,827,3,1,8,1,-2,8,8,3,76,3003,3003,3003,26041,3131.83,1265.16,11402.40,230.67,277.22,93.18,839.82,1918
2,5460,961,4,3,8,0,0,8,-2,-2,-2,3137,2737,0,6045,0.00,792.77,5252.24,0.00,0.00,84.72,561.28,646
2,5869,711,6,3,9,1,0,9,9,3,70,4330,3578,3578,35112,2270.65,2307.86,24362.69,358.85,879.16,364.73,3850.21,5549
2,6084,701,4,3,11,1,0,11,-2,-2,-2,3180,2390,364,13242,277.80,1457.90,11506.31,40.53,0.00,212.71,1678.76,1932
2,7182,543,4,1,8,1,0,8,8,1,-2,3870,2321,2321,6816,376.03,941.95,5498.02,51.75,0.00,129.63,756.62,938
2,3350,1870,3,1,6,0,-2,6,6,3,70,1456,1456,1456,16536,2780.65,978.07,7192.86,253.58,228.79,89.20,655.95,1508
2,7166,872,3,2,7,1,0,7,7,1,-2,3124,2332,1940,10837,340.24,1396.97,9099.80,44.30,0.00,181.89,1184.81,1411
2,6887,431,2,2,5,1,-2,5,-2,-2,-2,1875,1875,0,6024,0.00,1718.98,4305.02,0.00,0.00,283.64,710.36,994
2,3853,1401,1,1,5,0,-2,3,-2,-2,-2,988,593,395,23089,2404.11,1770.36,10725.52,207.10,379.29,152.51,923.95,1989
5,7443,748,1,1,3,-2,-2,3,-2,-2,-2,639,639,426,4118,231.28,625.06,2595.05,30.61,0.00,82.72,343.44,545
2,6149,687,4,1,7,0,1,7,-2,-2,-2,3033,3033,1362,9826,291.68,592.27,8942.05,50.05,0.00,101.63,1534.33,1686
5,1255,3598,1,1,3,-2,-2,3,3,1,-2,616,616,616,6499,1250.86,808.28,2498.53,134.15,0.00,86.69,267.96,697
2,5722,1225,4,2,10,1,0,10,10,3,73,3810,2555,2555,33753,3439.59,3729.58,26583.83,288.39,0.00,312.71,2228.91,2830
2,1287,1402,3,2,6,0,0,5,-2,-2,-2,2274,1353,0,5510,0.00,1885.65,3464.87,0.00,0.00,261.12,479.80,763
2,5927,543,3,2,6,1,-2,6,-2,-2,-2,3167,2167,0,8957,0.00,917.42,8039.59,0.00,0.00,182.73,1601.28,1784
5,5611,731,1,1,4,-2,-2,4,4,1,-2,896,896,896,5706,228.85,1294.31,4182.84,21.46,0.00,121.36,392.19,535
2,2175,2653,2,1,3,0,-2,3,3,1,-2,1064,1064,1064,13664,1037.52,889.31,5617.02,128.48,473.97,110.12,695.55,1692
5,6272,787,1,1,3,-2,-2,3,-2,-2,-2,526,526,175,8138,140.81,920.55,1678.66,13.38,186.56,87.44,159.45,773
1,4149,1297,3,2,7,-2,-2,7,7,3,78,1311,1311,1311,20920,3302.89,1873.61,9820.43,349.39,524.03,198.20,1038.84,2213
2,4924,1090,1,1,4,0,-2,4,4,3,70,750,750,750,7310,658.06,900.98,5161.90,68.32,0.00,93.54,535.94,759
5,1113,1217,1,1,3,-2,-2,-2,2,2,65,602,0,401,2833,264.73,548.24,2020.03,18.50,0.00,38.32,141.18,198
5,5396,878,2,1,4,-2,-2,4,4,1,-2,1003,1003,1003,6697,114.05,377.58,2634.54,12.23,222.51,40.48,282.46,718
3,5635,785,3,1,6,1,0,5,-2,-2,-2,1838,1384,408,2729,266.32,508.64,1954.04,28.30,0.00,54.05,207.65,290
2,6404,699,4,1,7,0,-2,7,-2,-2,-2,1462,1462,418,22014,1393.69,2323.59,11915.58,110.03,503.79,183.45,940.73,1738
2,1146,791,2,1,5,0,-2,5,-2,-2,-2,1120,1120,0,6133,0.00,798.54,5008.79,0.00,0.00,97.65,612.52,750
2,6232,934,3,1,5,1,0,5,5,1,-2,3300,1550,1550,7179,177.88,447.52,4493.65,22.65,225.59,56.98,572.11,914
2,3543,1313,5,3,10,1,0,10,10,1,-2,4610,4210,4210,13842,2057.26,2173.42,9611.32,236.61,0.00,249.97,1105.42,1592
2,5211,872,5,3,10,1,0,10,10,2,70,6264,4030,4030,27275,3913.85,3365.41,19995.74,745.03,0.00,640.63,3806.34,5192
3,5263,935,3,1,6,0,-2,6,6,3,70,1190,1190,1190,14418,1103.20,1102.53,3322.97,96.33,396.90,96.27,290.17,1259
3,5797,739,3,1,6,1,-2,6,-2,-2,-2,2700,1800,900,8122,496.38,487.24,7138.38,89.17,0.00,87.53,1282.31,1459
5,1442,2966,3,1,6,-2,-2,6,6,3,65,1285,1285,1285,5720,1885.04,342.35,1849.90,179.61,93.99,32.62,176.26,545
5,1175,3237,-2,1,1,-2,-2,1,1,3,65,600,600,600,7562,2665.36,1210.67,3685.98,458.91,0.00,208.45,634.64,1302
2,1682,2533,3,2,6,0,-2,6,6,3,75,1705,1705,1705,22466,5223.46,2018.44,9961.52,584.05,411.83,225.69,1113.83,2512
5,2746,1896,2,1,5,-2,-2,3,5,2,70,864,518,864,9162,847.86,405.84,4070.25,94.58,184.79,45.27,454.03,1022
2,10038,27,5,2,10,1,-2,10,-2,-2,-2,2588,2588,0,17395,0.00,4132.79,12083.21,0.00,0.00,649.08,1897.75,2732
4,6257,942,-2,1,1,0,-2,1,1,3,69,951,951,951,5323,758.45,1126.47,3438.08,58.13,0.00,86.34,263.52,408
2,668,3988,3,1,5,0,-2,-2,-2,-2,-2,1200,0,0,3737,0.00,1046.20,2690.80,0.00,0.00,129.62,333.38,463
1,9843,341,2,1,5,-2,-2,5,-2,-2,-2,1080,1080,216,4257,29.32,603.25,2256.03,2.81,131.15,57.82,216.22,408
5,4651,1136,2,1,5,-2,-2,5,-2,-2,-2,811,811,162,3637,232.97,1641.31,1762.72,39.97,0.00,281.60,302.43,624
2,2186,2641,3,2,7,0,0,7,7,3,65,1503,1103,1103,13597,2561.97,1653.73,9381.30,317.30,0.00,204.82,1161.88,1684
2,4951,763,4,3,7,1,0,7,7,2,76,5760,4258,4258,23540,2237.64,2555.38,11892.12,211.12,226.72,241.10,1122.02,2221
2,5889,861,3,1,6,0,-2,6,6,1,-2,771,771,771,13704,179.61,1594.69,7276.89,15.34,287.24,136.15,621.28,1170
2,2577,2392,3,2,7,0,0,7,7,1,-2,2018,1618,1618,21358,1821.18,947.49,11731.98,225.54,498.59,117.34,1452.90,2645
2,6749,548,4,2,8,1,0,8,8,2,72,2551,1426,1426,8919,563.03,1964.24,6391.73,68.18,0.00,237.85,773.97,1080
2,4976,396,4,3,8,0,1,8,8,2,70,2040,2040,1640,12383,502.93,1958.50,6609.34,48.37,0.00,188.37,635.69,1191
5,196,4103,2,2,6,-2,-2,6,6,3,72,1597,1597,1597,5664,2491.82,663.58,1713.90,283.76,53.90,75.57,195.17,645
2,487,3605,3,2,5,0,0,5,5,2,70,1845,1595,1595,9413,2623.75,678.31,4738.98,341.17,113.80,88.20,616.22,1224
2,5446,964,3,2,5,0,0,5,5,3,72,1690,1290,1290,12819,1041.90,2310.85,3756.21,104.12,185.81,230.92,375.36,1281
2,882,4523,2,2,6,0,0,6,6,3,80,1811,1411,1411,16256,7344.97,2565.30,6345.73,856.22,0.00,299.04,739.74,1895
2,6533,565,1,1,6,1,-2,6,-2,-2,-2,2775,1850,0,5013,0.00,660.94,4352.06,0.00,0.00,89.26,587.74,677
2,4492,322,4,2,5,0,0,5,5,2,69,2150,1750,1750,14612,783.98,2016.35,11811.67,81.23,0.00,208.92,1223.85,1514
2,5277,851,3,2,7,1,0,7,7,2,68,2625,1750,1750,7989,1194.03,1437.04,5357.94,254.38,0.00,306.15,1141.47,1702
3,2536,1996,2,1,4,0,-2,4,4,3,78,858,858,858,7546,1294.86,467.63,2617.43,138.14,141.87,49.89,279.23,805
2,5970,1004,4,1,7,1,1,7,6,3,79,2922,2922,1712,9594,1267.97,1550.28,6775.75,134.54,0.00,164.50,718.96,1018
5,4191,1528,1,1,2,-2,-2,2,-2,-2,-2,575,575,575,2860,497.32,685.91,1321.56,69.90,0.00,96.41,185.76,402
2,3241,1944,3,2,9,0,-2,9,9,2,75,1840,1840,1840,12884,1990.87,1064.28,8061.72,185.58,164.73,99.21,751.48,1201
2,4545,1643,2,2,6,1,0,6,6,3,72,3916,3666,3666,7565,3017.00,473.97,3063.17,257.23,86.19,40.41,261.17,645
2,3451,1666,5,2,9,0,0,9,9,3,73,4056,3656,3656,20884,5981.95,1383.97,13518.08,659.66,0.00,152.62,1490.72,2303
2,6300,607,4,2,8,1,0,8,8,3,70,4308,2972,2972,13877,1791.63,1065.68,11019.69,345.11,0.00,205.27,2122.62,2673
2,1658,2428,2,2,7,0,0,5,4,1,-2,3892,2494,1995,12666,2406.33,1041.43,9218.24,321.83,0.00,139.29,1232.88,1694
2,1283,1406,3,1,7,0,0,7,7,1,-2,2052,1652,1652,5560,1065.53,916.71,3577.76,137.41,0.00,118.22,461.38,717
2,4973,923,3,1,6,1,0,6,-2,-2,-2,3505,3255,0,4097,0.00,726.80,3370.21,0.00,0.00,160.01,741.99,902
