TYPEHUQ,HDD30YR,CDD30YR,BEDROOMS,NCOMBATH,TOTROOMS,CELLAR,GARGHEAT,HEATROOM,ACROOMS,USECENAC,TEMPNITEAC,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,KWHCOL,KWHRFG,KWHOTH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,DOLLAREL
2,4146,1427,3,1,7,0,-2,6,-2,-2,-2,1066,914,457,23365,2114.46,1548.37,11529.84,203.62,388.95,149.10,1110.30,2250
2,7931,616,3,2,7,1,-2,6,-2,-2,-2,2496,1694,0,7093,0.00,1013.73,5249.46,0.00,0.00,118.34,612.80,828
2,4376,365,3,2,6,1,-2,6,-2,-2,-2,3048,3048,254,31834,967.96,3040.32,18541.67,97.73,815.10,306.95,1871.99,3214
3,4094,1415,3,1,6,1,-2,1,-2,-2,-2,3840,480,960,6936,534.96,940.77,4962.21,85.07,0.00,149.61,789.12,1103
2,2571,2398,3,3,6,0,-2,6,6,3,77,2560,2560,2560,19860,5521.27,1014.03,8407.83,674.73,305.90,123.92,1027.48,2427
2,4996,1055,3,1,6,1,0,6,6,3,70,2330,2080,2080,8324,1698.95,1615.04,3339.61,217.78,214.12,207.02,428.08,1067
2,4534,1654,3,2,8,1,-2,8,8,2,72,2160,2160,2160,15506,4040.23,2854.23,7861.89,291.83,0.00,206.16,567.87,1120
2,6435,543,4,3,9,1,0,9,-2,-2,-2,3900,2600,867,10372,1201.21,2151.70,7019.09,225.14,0.00,403.29,1315.57,1944
5,161,4203,1,1,3,-2,-2,3,-2,-2,-2,450,450,150,4728,1058.86,566.37,1569.78,137.96,157.05,73.79,204.52,616
2,2701,1903,3,2,8,0,0,8,8,3,70,3024,2624,2624,14203,3895.44,940.33,9042.41,438.56,0.00,105.86,1018.01,1599
2,7504,323,4,1,8,1,0,6,-2,-2,-2,3125,2212,0,18349,0.00,2222.72,13518.92,0.00,447.47,381.46,2320.08,3149
4,984,2705,2,2,5,0,-2,5,5,2,75,1206,1206,1206,9877,1861.07,1248.57,4462.07,197.46,117.25,132.47,473.42,1048
3,5819,1047,3,1,6,0,-2,6,-2,-2,-2,1248,1248,1040,7016,457.60,627.54,5478.07,57.07,0.00,78.26,683.20,875
2,6492,553,3,1,6,1,0,4,-2,-2,-2,2300,1667,0,4631,0.00,477.10,2720.18,0.00,132.98,58.93,335.98,572
2,5287,815,4,2,8,1,0,8,8,1,-2,3186,2030,2030,8680,370.07,1072.89,7237.04,78.41,0.00,227.31,1533.29,1839
2,4378,1713,4,3,7,1,-2,7,7,3,73,3564,2970,2376,21877,4925.83,1816.97,10543.73,315.68,294.18,116.44,675.70,1402
2,1254,3284,3,2,6,0,-2,6,6,3,73,1465,1465,1465,11776,5605.95,1401.00,4769.06,694.08,0.00,173.46,590.46,1458
2,3594,1531,3,1,7,0,-2,7,7,3,68,1272,1272,1272,10311,2107.92,1318.30,3998.40,182.97,156.07,114.43,347.06,895
2,10288,126,3,2,6,1,-2,6,-2,-2,-2,2368,1480,0,10047,0.00,1332.11,8229.50,0.00,0.00,134.98,833.84,1018
2,1355,1240,2,1,4,0,-2,4,-2,-2,-2,575,575,144,2284,201.62,429.43,1562.26,25.07,0.00,53.40,194.26,284
5,117,4328,-2,1,1,-2,-2,-2,1,3,69,1012,0,1012,6827,2792.43,830.37,2310.12,351.36,112.50,104.48,290.67,859
3,1690,2926,2,1,5,0,-2,5,5,2,75,879,879,879,14059,2139.12,1008.10,5200.87,264.90,403.80,124.84,644.05,1741
2,4456,1684,3,1,6,1,-2,6,6,3,70,2621,2621,2621,13556,3025.71,1930.49,8219.52,236.59,0.00,150.95,642.72,1060
2,1348,2513,3,2,5,0,0,5,5,3,78,2150,1750,1750,14003,3773.21,746.10,6778.95,555.35,258.35,109.81,997.75,2061
4,2878,1813,2,1,4,0,-2,4,4,3,70,899,899,899,10128,1354.47,493.66,3608.66,119.02,227.91,43.38,317.11,890
2,7732,56,5,3,8,0,0,6,-2,-2,-2,3200,2100,0,13246,0.00,1052.54,6970.01,0.00,376.99,105.21,696.69,1324
3,2690,1932,2,1,5,0,-2,4,-2,-2,-2,1300,1040,0,4242,0.00,749.15,3492.85,0.00,0.00,81.61,380.48,462
3,1220,734,2,2,5,0,0,5,-2,-2,-2,1376,976,0,6066,0.00,1143.57,4922.43,0.00,0.00,175.89,757.11,933
2,4826,1600,3,2,8,0,-2,8,8,3,78,1792,1792,1792,14342,2217.23,2245.47,8857.07,196.96,0.00,199.47,786.77,1274
2,3165,1596,5,2,8,0,0,8,8,1,-2,3896,3496,3496,9046,1632.06,834.52,6579.42,195.41,0.00,99.92,787.75,1083
4,1534,3153,2,2,4,0,-2,4,4,2,80,949,949,949,9204,1943.76,665.51,3557.14,177.61,157.23,60.81,325.03,841
2,1372,3147,3,1,6,0,-2,6,6,1,-2,2052,2052,2052,14195,3322.87,1071.23,7554.63,529.04,0.00,170.55,1202.78,2260
2,5720,726,5,3,12,1,0,12,-2,-2,-2,3304,2066,0,14146,0.00,2574.22,11571.78,0.00,0.00,583.23,2621.77,3205
2,4531,223,5,3,8,0,0,8,-2,-2,-2,2313,1913,0,8104,0.00,1424.38,6679.62,0.00,0.00,128.31,601.69,730
4,6844,762,2,1,5,1,-2,5,-2,-2,-2,1771,819,0,5829,0.00,394.95,2888.98,0.00,0.00,53.05,388.07,783
5,2228,2592,1,1,3,-2,-2,3,3,3,70,821,821,821,7181,2882.59,1165.63,3132.78,356.86,0.00,144.30,387.84,889
2,6136,901,4,2,8,1,0,7,7,1,-2,4807,2690,2690,10913,592.51,1255.48,8449.02,72.48,0.00,153.59,1033.58,1335
2,3778,1678,3,2,5,0,-2,5,5,2,72,1053,1053,1053,11892,1221.08,877.78,3694.69,140.37,372.66,100.90,424.71,1367
4,4842,1105,3,1,6,0,-2,6,-2,-2,-2,744,744,0,4100,0.00,815.38,3284.63,0.00,0.00,140.01,563.99,704
4,5738,1038,2,1,5,1,-2,5,-2,-2,-2,1249,1249,500,11401,529.62,3124.83,7746.56,66.99,0.00,395.23,979.79,1442
5,1540,1273,2,2,4,-2,-2,-2,-2,-2,-2,667,0,500,4971,834.37,1021.68,3114.95,123.03,0.00,150.65,459.32,733
2,1042,3474,2,1,5,0,-2,5,5,3,75,1025,1025,1025,21108,5420.24,2506.80,10838.58,688.44,0.00,318.40,1376.65,2681
5,7000,387,1,1,3,-2,-2,3,-2,-2,-2,729,729,0,4199,0.00,1364.45,2834.55,0.00,0.00,234.29,486.71,721
2,5620,934,4,2,8,0,0,8,8,3,79,2754,2354,2354,5227,859.01,920.47,3447.52,127.20,0.00,136.30,510.50,774
5,2246,643,1,1,3,-2,-2,1,-2,-2,-2,673,224,0,3885,0.00,264.19,1861.73,0.00,114.10,32.10,226.19,472
2,2137,2372,5,3,9,0,0,9,9,3,78,5143,4493,4493,24803,9794.10,1529.07,10768.55,1075.25,0.00,167.87,1182.23,2723
2,6475,647,4,3,10,1,0,10,10,3,70,4217,3567,3567,18204,984.58,1478.97,9418.00,84.97,235.68,127.63,812.77,1571
3,5453,804,3,1,7,1,-2,7,6,2,65,1559,1559,891,4780,841.20,706.30,3232.50,143.43,0.00,120.43,551.15,815
2,1014,2652,3,2,5,0,0,5,5,3,74,2394,1994,1994,15674,4217.92,1006.48,6695.77,474.70,259.50,113.27,753.56,1764
2,1090,1240,2,1,4,0,-2,3,-2,-2,-2,783,587,0,2232,0.00,594.06,1637.95,0.00,0.00,1.60,4.40,6
2,5428,1167,3,2,9,1,0,9,9,2,75,2406,2006,2006,7344,1744.76,1462.75,4136.49,199.09,0.00,166.91,472.00,838
4,6991,780,2,1,4,0,-2,4,4,1,-2,704,704,704,2452,88.72,644.88,1718.40,15.20,0.00,110.46,294.34,420
3,1859,2686,3,1,6,0,-2,6,6,1,-2,1325,1325,1325,13838,2727.08,2927.91,8183.01,344.88,0.00,370.27,1034.85,1750
5,978,2902,3,2,6,-2,-2,6,6,3,72,1039,1039,1039,6753,1639.67,479.75,2729.60,218.77,148.14,64.01,364.19,901
1,2036,2602,2,1,4,-2,-2,4,4,3,75,810,810,810,11477,2810.87,1582.03,3527.05,348.02,440.41,195.88,436.69,1421
2,1381,1498,5,2,9,0,0,9,9,1,-2,2958,2308,2308,8978,1925.98,1818.73,5233.29,338.73,0.00,319.87,920.40,1579
2,6117,849,3,2,7,1,0,7,7,3,72,5020,2060,2060,17833,2037.19,1540.18,14255.62,188.26,0.00,142.33,1317.40,1648
2,5413,629,4,3,9,0,-2,6,-2,-2,-2,2904,1936,0,15462,0.00,2265.74,5595.04,0.00,161.15,202.95,501.17,1385
2,5091,997,3,1,5,1,0,5,5,1,-2,4030,1815,1815,4832,416.50,1033.86,3066.51,53.36,0.00,132.44,392.83,619
2,4756,1225,3,2,7,0,-2,7,-2,-2,-2,5250,5250,1500,4448,386.73,1742.95,2318.32,70.60,0.00,318.18,423.22,812
1,7279,405,3,1,5,-2,-2,5,-2,-2,-2,720,720,144,5930,44.93,747.99,3892.68,5.34,0.00,88.93,462.79,705
2,2200,2625,3,2,5,0,0,5,5,2,73,2444,2044,2044,10789,4096.92,1001.18,5690.90,507.32,0.00,123.98,704.70,1336
2,1950,2216,2,1,5,0,-2,5,5,3,76,960,960,960,7339,1678.06,1567.03,3532.13,238.71,0.00,222.92,502.46,1044
5,5826,1041,1,1,3,-2,-2,3,3,2,72,517,517,517,2193,330.72,978.69,883.59,44.64,0.00,132.10,119.26,296
2,2108,1581,3,2,7,0,0,7,7,1,-2,2481,2081,2081,8001,1177.77,1809.30,5013.93,184.00,0.00,282.67,783.33,1250
3,2505,2460,1,1,3,0,-2,3,3,2,65,644,644,644,10206,1531.14,1100.34,2967.70,213.63,270.47,153.53,414.07,1424
2,996,2683,2,3,8,0,0,6,8,2,80,4550,3113,4150,19133,5650.23,1429.53,9790.81,645.85,171.28,163.40,1119.14,2187
2,2484,2416,3,1,6,0,-2,6,6,3,70,958,958,958,10135,3368.48,897.16,5869.36,417.11,0.00,111.09,726.79,1255
2,2758,1933,3,2,6,0,0,6,-2,-2,-2,2583,2183,0,9611,0.00,960.70,8275.85,0.00,0.00,110.45,951.50,1105
2,3642,1271,4,3,7,0,0,7,7,3,76,5074,4424,4424,18281,4617.26,1631.81,10027.83,513.73,222.98,181.56,1115.73,2034
2,5423,871,3,2,6,0,0,6,6,2,75,2080,1680,1680,13526,1044.27,1998.73,10483.00,102.68,0.00,196.53,1030.78,1330
2,2434,2018,3,2,7,0,-2,7,7,3,78,1634,1634,1634,12727,2729.94,1028.04,5468.75,293.44,146.04,110.50,587.83,1368
2,1322,1367,3,2,5,0,0,-2,-2,-2,-2,2160,0,0,4731,0.00,673.71,4057.29,0.00,0.00,63.51,382.49,446
2,4659,288,3,1,5,0,0,2,-2,-2,-2,1640,556,0,13540,0.00,884.18,7649.14,0.00,211.60,90.64,784.12,1388
2,8055,439,3,3,8,1,-2,5,5,1,-2,5049,3905,3905,9868,263.67,737.45,5033.76,30.41,319.53,85.04,580.50,1138
1,7454,333,3,1,6,-2,-2,4,-2,-2,-2,1248,832,0,7361,0.00,197.06,4718.45,0.00,172.06,18.69,447.42,698
2,2835,1700,3,2,5,0,-2,3,3,3,72,1552,931,931,19473,1821.16,1982.32,9797.40,194.53,291.51,211.74,1046.51,2080
5,6473,890,2,2,5,-2,-2,5,5,1,-2,1085,1085,1085,2535,206.24,580.20,1748.56,22.72,0.00,63.90,192.59,279
2,254,3796,4,2,8,0,0,7,7,3,79,2397,1747,1747,19904,6007.49,1441.55,9801.50,767.54,257.43,184.18,1252.27,2543
4,6688,598,2,1,5,1,-2,5,-2,-2,-2,1163,1163,465,7875,602.26,1095.97,5452.54,59.73,0.00,108.69,540.75,781
2,2278,2535,4,3,9,0,-2,1,-2,-2,-2,2950,328,0,5075,0.00,820.11,2471.98,0.00,103.96,101.48,305.89,628
2,991,2893,4,3,8,0,0,8,8,3,75,3310,2910,2910,26591,8928.08,1265.14,11027.28,1333.29,532.35,188.93,1646.77,3971
2,2890,137,2,1,4,0,0,1,-2,-2,-2,864,154,0,6399,0.00,1615.89,3367.90,0.00,0.00,276.79,576.90,1096
2,2330,2029,4,2,8,0,0,7,7,3,74,2150,1531,1531,16339,4124.66,2303.89,9910.45,1013.05,0.00,565.86,2434.09,4013
2,5085,1294,5,3,12,1,1,12,10,3,70,3746,2909,3620,18345,6931.24,1842.58,9571.18,592.43,0.00,157.49,818.08,1568
2,4799,138,5,2,10,0,-2,10,-2,-2,-2,3377,3377,0,14484,0.00,2063.40,10948.73,0.00,0.00,137.19,727.95,963
2,6850,439,2,1,6,1,0,4,-2,-2,-2,2325,1033,517,3575,72.67,449.69,3052.64,9.27,0.00,57.36,389.37,456
2,13,4941,4,1,7,0,-2,-2,-2,-2,-2,1720,0,1229,11674,6148.13,603.59,3585.93,973.25,211.55,95.55,567.66,1848
2,2861,1820,3,2,6,0,-2,4,4,1,-2,1820,1213,1213,4142,557.28,504.28,2866.89,65.39,0.00,59.17,336.39,486
4,4514,1267,2,2,5,0,-2,5,5,1,-2,1144,1144,1144,5011,226.67,493.11,2658.51,33.65,242.41,73.21,394.72,744
2,2679,571,3,1,6,0,0,6,6,1,-2,1521,1121,1121,5086,274.17,677.59,3816.26,34.82,0.00,86.07,484.72,646
2,3709,1868,2,1,5,0,-2,5,5,3,70,996,996,996,11192,2367.83,2607.25,6216.93,199.93,0.00,220.14,524.93,945
5,5244,781,2,2,4,-2,-2,4,4,3,72,1499,1499,1499,2026,410.44,349.68,1066.61,84.07,0.00,71.63,218.48,415
2,2399,2161,4,2,7,0,-2,7,7,3,70,2016,2016,2016,21403,6745.62,1069.58,13587.81,763.66,0.00,121.09,1538.25,2423
2,4221,1186,3,2,5,0,-2,5,5,3,72,1683,1683,1683,16888,2361.18,1057.80,5911.28,218.81,305.29,98.03,547.79,1565
2,393,3380,3,2,9,0,0,9,9,3,75,2376,1976,1976,18597,6083.44,498.10,8896.59,755.97,287.51,61.90,1105.56,2311
5,6527,564,2,1,4,-2,-2,4,-2,-2,-2,776,776,0,5211,0.00,805.44,3453.83,0.00,0.00,120.56,516.98,780
4,2313,599,4,3,8,0,-2,-2,-2,-2,-2,2643,0,0,8147,0.00,1113.45,7033.56,0.00,0.00,176.07,1112.20,1288
2,4225,1247,4,3,8,0,-2,8,8,3,67,4900,4900,4900,31370,7091.89,2354.19,12533.18,878.07,520.03,291.48,1551.77,3884
2,3021,1616,6,4,13,1,0,9,9,2,70,6280,4474,4474,29149,5115.00,1312.90,13263.75,554.51,717.59,142.33,1437.90,3160
3,6884,408,4,2,7,1,0,5,-2,-2,-2,10698,5094,3057,8962,151.95,649.79,8160.26,22.99,0.00,98.32,1234.69,1356
2,5118,1283,3,3,6,1,0,5,5,2,69,5724,2282,2282,14892,1443.55,1441.63,8873.07,108.28,235.05,108.13,665.54,1117
2,477,3599,2,2,5,0,-2,5,5,3,72,1022,1022,1022,14184,3738.38,600.90,7328.16,508.15,193.41,81.68,996.10,1928
3,6291,757,3,2,8,1,0,8,8,1,-2,3664,3264,2222,6258,411.42,935.30,4463.66,51.81,0.00,117.77,562.06,788
2,2530,2360,3,1,5,0,-2,5,5,2,75,1544,1544,1544,16911,4159.88,1749.84,7604.44,640.55,0.00,269.45,1170.95,2604
2,6619,580,3,2,5,1,-2,4,-2,-2,-2,3659,3167,984,18048,573.44,2188.95,7122.50,46.93,239.53,179.14,582.89,1477
5,210,3911,2,2,4,-2,-2,4,4,3,75,1440,1440,1440,9199,4483.54,678.78,2604.35,552.22,110.22,83.60,320.77,1133
5,4570,1392,2,2,4,-2,-2,4,4,3,70,1100,1100,1100,10409,908.85,705.40,4335.19,64.35,133.83,49.95,306.95,737
5,5924,743,-2,1,1,-2,-2,1,-2,-2,-2,490,490,490,1359,204.36,534.16,620.48,41.96,0.00,109.66,127.38,279
4,5056,1065,1,1,4,1,-2,4,-2,-2,-2,639,639,319,3377,405.16,942.37,2029.48,47.03,0.00,109.39,235.58,392
2,2640,2412,5,4,12,0,0,12,12,3,74,11312,10662,10662,34809,21966.30,1517.05,11325.66,2273.68,0.00,157.03,1172.29,3603
3,6959,390,2,1,5,1,-2,3,-2,-2,-2,1872,749,0,4546,0.00,337.75,2774.55,0.00,241.51,74.74,613.99,1006
2,194,4073,3,2,5,0,0,5,5,2,60,1050,800,800,29651,5891.77,2371.82,12317.11,761.04,998.57,306.37,1590.99,3830
1,1455,3609,4,2,6,-2,-2,6,6,3,70,1539,1539,1539,18957,7290.44,785.49,9502.20,731.85,0.00,78.85,953.88,1903
2,6473,552,5,4,10,1,0,10,10,3,75,5221,4571,4571,14824,2217.38,2966.26,9640.36,275.38,0.00,368.38,1197.24,1841
3,2554,2495,3,2,6,0,0,6,6,3,77,3264,2864,2864,14171,6349.38,1327.98,6493.64,965.11,0.00,201.85,987.04,2154
2,3775,1953,3,2,7,0,0,7,7,3,67,3044,2394,2394,10216,3335.15,514.70,6366.15,283.04,0.00,43.68,540.28,867
2,5907,667,3,1,7,1,0,7,-2,-2,-2,3149,1984,567,2532,94.14,368.65,2069.21,15.80,0.00,61.88,347.32,425
2,0,2535,4,2,9,0,-2,-2,-2,-2,-2,1821,0,607,8419,2527.84,1480.68,2896.16,550.37,329.70,322.38,630.56,1833
2,3104,1588,3,2,6,0,0,6,6,3,68,2784,2384,2384,15551,3680.44,1539.19,7086.69,309.56,272.91,129.46,596.06,1308
2,578,3091,3,2,6,0,0,6,6,3,70,1698,1298,1298,21828,5393.15,1546.47,11371.32,617.94,301.22,177.19,1302.90,2501
2,2485,1216,4,3,10,1,0,7,7,1,-2,3461,1247,1247,10649,773.28,1630.16,8245.56,90.77,0.00,191.35,967.88,1250
2,2144,1554,3,2,7,0,0,7,7,1,-2,1973,1573,1573,10010,1170.80,1858.07,5037.82,152.75,0.00,242.42,657.28,1306
2,5390,900,3,1,5,1,-2,5,-2,-2,-2,2328,1464,293,5693,221.19,870.69,4219.51,20.44,0.00,80.45,389.86,526
2,577,3294,4,2,6,0,0,6,6,3,78,2320,1920,1920,14828,5632.52,771.00,5985.86,674.25,207.77,92.29,716.54,1775
5,3769,1611,1,1,3,-2,-2,2,-2,-2,-2,714,476,0,5257,0.00,550.69,2349.77,0.00,0.00,53.84,229.75,514
2,3459,1432,3,2,7,0,-2,7,7,2,71,1782,1782,1782,3767,749.82,415.84,1772.37,93.95,83.89,52.10,222.08,472
2,5840,791,3,1,6,1,-2,6,-2,-2,-2,1248,808,404,4830,236.24,341.95,4251.81,46.47,0.00,67.26,836.28,950
4,6699,576,4,1,7,0,-2,7,7,3,60,2256,2256,2256,10421,1027.52,1716.31,7677.16,119.21,0.00,199.12,890.67,1209
2,2737,2339,2,1,6,0,0,5,-2,-2,-2,2341,1743,1394,18448,3974.95,659.13,10871.23,562.59,0.00,93.29,1538.64,2611
1,2752,1937,2,1,5,-2,-2,5,-2,-2,-2,1040,1040,0,11538,0.00,1043.64,3905.70,0.00,300.70,104.56,391.32,1156
5,4551,216,1,1,2,-2,-2,2,-2,-2,-2,306,306,0,6413,0.00,668.54,1914.47,0.00,176.87,65.68,188.07,630
1,117,4216,2,2,4,-2,-2,-2,-2,-2,-2,794,0,397,8365,2060.06,1033.74,3212.36,275.09,274.92,138.04,428.96,1117
2,5585,770,3,2,6,1,-2,6,6,1,-2,3368,3368,2245,10306,500.29,882.68,5432.24,54.95,325.57,96.95,596.67,1132
2,7646,498,3,1,8,1,-2,8,-2,-2,-2,3136,2464,616,20827,153.30,2189.99,13471.33,18.36,377.54,262.25,1613.17,2494
2,6070,880,4,1,11,1,-2,7,-2,-2,-2,2700,1145,491,33831,663.84,2703.62,18632.97,35.95,266.36,146.41,1009.00,1832
2,453,3426,3,2,7,0,0,7,7,3,78,2953,2553,2553,23683,8655.32,1129.43,12758.33,1002.84,0.00,130.86,1478.23,2744
5,6261,639,1,1,3,-2,-2,3,3,2,45,727,727,727,3685,302.10,1048.64,2334.26,30.17,0.00,104.72,233.11,368
2,7422,705,3,2,8,1,-2,8,5,3,78,2376,2376,1634,10766,583.16,1124.71,9058.13,81.27,0.00,156.73,1262.26,1500
2,1240,758,2,2,4,0,0,4,4,1,-2,1564,1164,1164,3651,185.92,836.22,2628.86,24.75,0.00,111.31,349.94,486
2,5556,787,4,1,11,1,0,11,7,2,70,4188,2653,1125,6058,471.92,1238.32,4347.76,40.74,0.00,106.91,375.35,523
2,2711,1794,3,2,7,0,-2,7,7,3,78,1200,1200,1200,17158,2467.70,822.10,13492.00,607.94,0.00,202.53,3323.86,4227
2,9533,151,1,1,2,1,-2,2,-2,-2,-2,1406,1230,0,6536,0.00,698.97,4562.39,0.00,192.09,105.34,687.57,985
2,2438,2057,3,2,6,0,0,6,6,3,72,2262,1862,1862,14619,3451.10,703.37,6569.13,416.19,259.64,84.82,792.21,1763
2,6150,595,4,2,10,1,0,10,8,2,74,4839,3379,2421,20388,926.45,1954.56,16854.80,132.28,0.00,279.07,2406.53,2911
3,5390,797,3,1,7,1,0,7,5,1,-2,1716,1466,1143,13882,466.20,931.47,12484.33,96.59,0.00,192.98,2586.44,2876
2,2325,2143,4,2,7,0,0,7,7,1,-2,2452,2202,2202,6852,1227.72,705.58,4918.71,177.39,0.00,101.94,710.67,990
2,7802,782,3,1,9,1,-2,9,9,3,70,2018,1514,1514,10502,579.91,1885.62,6371.96,51.19,146.92,166.44,562.45,927
2,3154,1644,3,2,7,1,0,7,7,3,78,5040,2320,2320,20003,3388.80,1456.32,10135.16,263.27,190.11,113.14,787.38,1554
2,4613,1451,4,2,8,1,0,7,6,2,78,3168,1288,1104,7465,1222.18,1455.66,4787.17,131.63,0.00,156.78,515.59,804
4,5772,821,2,1,4,0,-2,4,4,1,-2,1004,1004,1004,3887,243.84,879.98,2763.18,49.62,0.00,179.08,562.31,791
2,7101,409,4,3,9,1,0,9,-2,-2,-2,2304,1904,384,7102,138.91,936.90,5543.65,21.08,0.00,142.21,841.46,1078
3,4169,1491,3,2,4,0,0,4,4,2,80,2635,2385,2385,7840,1578.25,728.35,3890.16,141.32,123.16,65.22,348.33,702
2,4989,1119,2,1,4,0,-2,2,4,1,-2,1104,552,1104,4441,149.04,374.18,2098.27,17.23,0.00,43.25,242.51,513
2,2336,2419,3,1,6,0,0,6,6,3,76,1378,1128,1128,8292,2335.62,2046.87,3596.00,211.82,0.00,185.63,326.12,752
2,9174,209,3,2,8,1,0,8,-2,-2,-2,4642,4242,0,13003,0.00,1953.94,11049.06,0.00,0.00,271.24,1533.77,1805
5,5681,753,1,1,3,-2,-2,3,-2,-2,-2,870,870,580,3529,72.65,279.76,1211.66,16.98,197.08,65.40,283.26,825
2,5822,1032,4,2,8,0,0,8,-2,-2,-2,2976,2576,0,9831,0.00,1053.38,8248.47,0.00,0.00,99.11,776.10,925
2,1378,2614,4,2,8,0,0,8,8,3,78,4524,4124,4124,15712,6782.50,688.90,5316.02,863.72,206.05,87.73,676.97,2001
2,7034,376,2,2,6,1,0,6,-2,-2,-2,3045,2078,1039,7457,251.88,1161.77,6043.36,42.15,0.00,194.43,1011.41,1248
2,5263,1364,4,3,8,1,0,8,8,3,70,3704,2804,2804,15063,3168.89,1345.32,9908.75,324.19,0.00,137.63,1013.70,1541
5,4871,1144,2,1,5,-2,-2,5,-2,-2,-2,1073,1073,0,2012,0.00,923.48,1088.52,0.00,0.00,236.84,279.16,516
2,2719,1960,3,1,4,0,0,3,-2,-2,-2,1536,965,0,2099,0.00,299.46,1447.60,0.00,0.00,40.52,195.86,284
4,7183,344,2,1,7,1,-2,7,-2,-2,-2,1428,1428,408,4524,228.98,1181.53,3113.49,35.63,0.00,183.86,484.50,704
2,3430,1891,3,1,7,0,-2,7,7,2,72,1644,1644,1644,11810,2589.41,1578.04,7642.56,254.12,0.00,154.86,750.02,1159
4,232,4025,2,1,5,0,-2,-2,5,3,75,1061,0,1061,16026,4844.13,2200.89,5753.05,595.77,397.00,270.68,707.55,1971
2,3538,1918,3,2,7,0,1,7,7,1,-2,3564,3564,3564,10568,1830.75,1007.87,7729.38,155.39,0.00,85.55,656.06,897
2,522,3393,3,2,10,0,0,10,9,3,80,1220,970,873,12465,3201.41,1624.28,3670.65,386.79,324.90,196.24,443.48,1506
2,4869,1241,3,2,6,1,0,6,6,3,75,3800,3550,3550,17137,3613.69,1594.66,5123.03,232.17,166.25,102.45,329.14,1101
2,8835,515,3,1,6,1,-2,6,6,2,68,2248,2248,2248,50039,2592.24,2931.86,32065.40,190.64,724.60,215.62,2358.17,3680
2,6209,783,3,1,6,0,-2,6,-2,-2,-2,1248,1248,624,5813,253.16,845.44,4714.40,24.30,0.00,81.16,452.54,558
2,9921,233,1,1,4,1,-2,4,-2,-2,-2,1171,631,0,2350,0.00,639.16,1710.84,0.00,0.00,72.89,195.11,268
2,4654,881,4,3,8,1,0,8,8,3,78,5605,3620,3620,23014,2915.04,1382.15,11415.48,274.10,262.54,129.96,1073.39,2164
2,5858,446,2,1,4,0,-2,3,-2,-2,-2,924,693,231,4545,72.26,731.87,1861.06,10.00,197.93,101.29,257.56,629
2,2015,3352,4,2,7,0,0,7,7,3,75,2452,1802,2452,14018,4959.56,1654.25,7219.48,635.78,0.00,212.06,925.48,1797
2,7679,685,3,3,7,1,0,7,4,3,72,2724,2074,773,7222,215.72,628.89,6377.39,25.30,0.00,73.76,747.94,847
2,4356,1721,4,3,8,1,0,8,8,1,-2,3015,2765,2765,6717,1309.48,708.90,4326.24,109.17,0.00,59.10,360.68,560
2,3027,1952,4,4,7,0,0,4,4,1,-2,3008,1490,1490,7431,1277.60,1467.86,4685.54,148.37,0.00,170.47,544.16,863
3,6486,525,2,1,4,0,-2,4,-2,-2,-2,716,716,0,5827,0.00,992.28,4834.73,0.00,0.00,153.94,750.06,904
2,2413,2036,3,3,7,0,-2,7,7,3,72,2412,2412,2412,30263,5885.23,2252.09,13952.40,593.72,447.62,227.20,1407.55,3053
2,6849,750,3,3,8,1,0,8,8,1,-2,3510,3110,1550,5272,166.43,380.82,4724.75,25.51,0.00,58.37,724.13,808
3,2701,136,3,2,7,0,-2,7,-2,-2,-2,1508,1508,0,2487,0.00,574.70,1912.30,0.00,0.00,66.32,220.68,287
2,4535,1297,4,3,8,1,-2,8,8,3,67,3766,3766,3766,20713,5228.23,1945.34,13539.44,620.94,0.00,231.04,1608.02,2460
3,4755,956,3,3,8,1,-2,8,8,3,78,1920,1920,1920,10921,1707.15,1873.46,6769.32,195.71,0.00,214.78,776.05,1252
5,1218,1125,1,1,3,-2,-2,1,-2,-2,-2,608,203,0,2030,0.00,311.81,1075.14,0.00,0.00,40.24,138.76,262
2,941,3463,3,2,5,0,-2,5,-2,-2,-2,1960,1960,1176,14463,5521.95,1127.21,4120.40,683.80,246.09,139.59,510.24,1791
2,2319,2166,3,2,6,0,-2,6,6,3,72,1724,1724,1724,10881,2585.48,899.46,4648.11,331.95,205.86,115.48,596.77,1397
2,2446,2008,3,2,7,0,0,7,7,3,78,3249,2849,2849,20495,5540.21,1109.35,9560.29,579.57,359.49,116.05,1000.11,2144
2,6301,702,3,1,7,1,1,7,-2,-2,-2,5724,5724,1090,10917,223.81,567.70,10125.49,35.10,0.00,89.03,1587.88,1712
2,2143,1032,4,3,10,0,-2,10,8,2,72,2232,2232,1786,12448,2161.99,2276.35,8009.66,491.00,0.00,516.97,1819.03,2827
2,7558,382,4,1,7,1,0,7,-2,-2,-2,3282,2882,210,16572,68.35,2424.39,9157.00,13.57,977.50,481.46,1818.47,3291
3,5542,773,2,2,4,0,0,4,4,2,70,1456,1206,1206,12674,779.46,981.70,5669.19,67.16,209.93,84.58,488.46,1092
